shipment_id;date_id;route_id;vehicle_id;product_id;customer_id;sortinghub_id;incident_id;planned_departure_time;actual_departure_time;planned_arrival_time;actual_arrival_time;delivery_status;distance_travelled;fuel_cost;total_cost;delay_duration;total_time_in_transit;total_distance
S0268;D20250427;5;V05;P003;C005;SH02;I05;2025-04-27 06:00;2025-04-27 06:25;2025-04-27 10:00;2025-04-27 09:49;Tepat Waktu;227;277697;434852;0 menit;3 jam 24 menit;227
S0269;D20250412;3;V04;P002;C003;SH03;I01;2025-04-12 06:00;2025-04-12 06:07;2025-04-12 12:00;2025-04-12 12:48;Terlambat;219;435087;751764;48 menit;6 jam 41 menit;219
S0270;D20250416;4;V04;P001;C005;SH04;I04;2025-04-16 06:00;2025-04-16 06:21;2025-04-16 12:00;2025-04-16 13:02;Terlambat;347;269508;655961;62 menit;6 jam 41 menit;347
S0271;D20250421;3;V05;P001;C004;SH03;I02;2025-04-21 06:00;2025-04-21 06:26;2025-04-21 10:00;2025-04-21 10:21;Terlambat;211;253290;543839;21 menit;3 jam 55 menit;211
S0272;D20250420;4;V04;P001;C005;SH04;I04;2025-04-20 06:00;2025-04-20 06:30;2025-04-20 09:00;2025-04-20 10:06;Terlambat;204;471920;620484;66 menit;3 jam 36 menit;204
S0273;D20250421;4;V03;P003;C002;SH01;I04;2025-04-21 06:00;2025-04-21 06:10;2025-04-21 09:00;2025-04-21 09:57;Terlambat;191;281641;456877;57 menit;3 jam 47 menit;191
S0274;D20250410;2;V05;P002;C003;SH01;I03;2025-04-10 06:00;2025-04-10 06:08;2025-04-10 12:00;2025-04-10 12:33;Terlambat;259;554418;665558;33 menit;6 jam 25 menit;259
S0275;D20250418;5;V02;P002;C005;SH03;I03;2025-04-18 06:00;2025-04-18 06:12;2025-04-18 10:00;2025-04-18 11:00;Terlambat;119;344102;573550;60 menit;4 jam 48 menit;119
S0276;D20250411;3;V01;P001;C004;SH02;I01;2025-04-11 06:00;2025-04-11 06:02;2025-04-11 10:00;2025-04-11 09:53;Tepat Waktu;259;591541;846868;0 menit;3 jam 51 menit;259
S0277;D20250413;1;V01;P005;C003;SH01;I01;2025-04-13 06:00;2025-04-13 06:22;2025-04-13 12:00;2025-04-13 11:46;Tepat Waktu;273;337912;456996;0 menit;5 jam 24 menit;273
S0278;D20250429;1;V02;P003;C002;SH04;I05;2025-04-29 06:00;2025-04-29 06:00;2025-04-29 10:00;2025-04-29 10:12;Tepat Waktu;378;399025;563842;12 menit;4 jam 12 menit;378
S0279;D20250428;2;V03;P003;C002;SH04;I05;2025-04-28 06:00;2025-04-28 06:01;2025-04-28 09:00;2025-04-28 10:15;Terlambat;203;218810;527250;75 menit;4 jam 14 menit;203
S0280;D20250424;4;V04;P005;C003;SH03;I02;2025-04-24 06:00;2025-04-24 06:03;2025-04-24 11:00;2025-04-24 11:32;Terlambat;328;223776;353848;32 menit;5 jam 29 menit;328
S0281;D20250430;3;V04;P001;C001;SH01;I03;2025-04-30 06:00;2025-04-30 06:27;2025-04-30 10:00;2025-04-30 10:45;Terlambat;102;307759;615539;45 menit;4 jam 18 menit;102
S0282;D20250422;3;V02;P001;C004;SH04;I02;2025-04-22 06:00;2025-04-22 06:13;2025-04-22 09:00;2025-04-22 09:23;Terlambat;279;406536;529632;23 menit;3 jam 10 menit;279
S0283;D20250406;2;V04;P004;C003;SH04;I02;2025-04-06 06:00;2025-04-06 06:12;2025-04-06 11:00;2025-04-06 12:17;Terlambat;241;558065;938750;77 menit;6 jam 5 menit;241
S0284;D20250427;5;V01;P002;C003;SH01;I02;2025-04-27 06:00;2025-04-27 06:08;2025-04-27 10:00;2025-04-27 10:25;Terlambat;227;356049;684492;25 menit;4 jam 17 menit;227
S0285;D20250412;3;V04;P003;C004;SH01;I01;2025-04-12 06:00;2025-04-12 06:17;2025-04-12 12:00;2025-04-12 12:42;Terlambat;313;175750;523641;42 menit;6 jam 25 menit;313
S0286;D20250417;2;V04;P002;C005;SH03;I04;2025-04-17 06:00;2025-04-17 06:29;2025-04-17 09:00;2025-04-17 10:05;Terlambat;198;439377;601732;65 menit;3 jam 36 menit;198
S0287;D20250402;2;V02;P005;C004;SH03;I01;2025-04-02 06:00;2025-04-02 06:01;2025-04-02 11:00;2025-04-02 11:57;Terlambat;386;468453;714185;57 menit;5 jam 56 menit;386
S0288;D20250422;2;V04;P005;C001;SH01;I04;2025-04-22 06:00;2025-04-22 06:17;2025-04-22 10:00;2025-04-22 10:30;Terlambat;121;256971;594745;30 menit;4 jam 13 menit;121
S0289;D20250424;1;V05;P003;C005;SH03;I01;2025-04-24 06:00;2025-04-24 06:14;2025-04-24 10:00;2025-04-24 10:56;Terlambat;349;576715;749165;56 menit;4 jam 42 menit;349
S0290;D20250404;5;V03;P005;C001;SH01;I03;2025-04-04 06:00;2025-04-04 06:28;2025-04-04 09:00;2025-04-04 09:49;Terlambat;360;337820;473578;49 menit;3 jam 21 menit;360
S0291;D20250424;2;V03;P001;C002;SH01;I04;2025-04-24 06:00;2025-04-24 06:02;2025-04-24 10:00;2025-04-24 10:11;Tepat Waktu;269;235389;452973;11 menit;4 jam 9 menit;269
S0292;D20250409;4;V01;P001;C001;SH01;I01;2025-04-09 06:00;2025-04-09 06:02;2025-04-09 09:00;2025-04-09 08:51;Tepat Waktu;386;598238;873720;0 menit;2 jam 49 menit;386
S0293;D20250403;5;V04;P004;C004;SH04;I03;2025-04-03 06:00;2025-04-03 06:15;2025-04-03 09:00;2025-04-03 09:06;Tepat Waktu;191;566678;960169;6 menit;2 jam 51 menit;191
S0294;D20250410;1;V02;P003;C002;SH01;I01;2025-04-10 06:00;2025-04-10 06:22;2025-04-10 09:00;2025-04-10 09:02;Tepat Waktu;282;212532;408067;2 menit;2 jam 40 menit;282
S0295;D20250426;3;V01;P005;C001;SH04;I05;2025-04-26 06:00;2025-04-26 06:22;2025-04-26 10:00;2025-04-26 10:21;Terlambat;187;203893;477819;21 menit;3 jam 59 menit;187
S0296;D20250403;5;V03;P005;C001;SH04;I01;2025-04-03 06:00;2025-04-03 06:19;2025-04-03 10:00;2025-04-03 09:47;Tepat Waktu;208;367993;667702;0 menit;3 jam 28 menit;208
S0297;D20250407;5;V05;P005;C002;SH04;I01;2025-04-07 06:00;2025-04-07 06:03;2025-04-07 11:00;2025-04-07 11:16;Terlambat;197;348372;504981;16 menit;5 jam 13 menit;197
S0298;D20250421;5;V04;P002;C002;SH03;I03;2025-04-21 06:00;2025-04-21 06:19;2025-04-21 12:00;2025-04-21 13:07;Terlambat;97;360274;611486;67 menit;6 jam 48 menit;97
S0299;D20250410;5;V05;P004;C001;SH04;I03;2025-04-10 06:00;2025-04-10 06:11;2025-04-10 12:00;2025-04-10 13:01;Terlambat;152;226417;452455;61 menit;6 jam 50 menit;152
S0300;D20250406;5;V05;P004;C002;SH02;I05;2025-04-06 06:00;2025-04-06 06:18;2025-04-06 12:00;2025-04-06 12:58;Terlambat;241;522716;698669;58 menit;6 jam 40 menit;241
S0301;D20250407;2;V03;P004;C002;SH01;I04;2025-04-07 06:00;2025-04-07 06:24;2025-04-07 10:00;2025-04-07 09:58;Tepat Waktu;151;441510;649608;0 menit;3 jam 34 menit;151
S0302;D20250413;5;V02;P004;C005;SH03;I04;2025-04-13 06:00;2025-04-13 06:09;2025-04-13 10:00;2025-04-13 09:50;Tepat Waktu;235;423233;639955;0 menit;3 jam 41 menit;235
S0303;D20250418;1;V04;P005;C003;SH04;I04;2025-04-18 06:00;2025-04-18 06:01;2025-04-18 12:00;2025-04-18 11:52;Tepat Waktu;347;433226;636499;0 menit;5 jam 51 menit;347
S0304;D20250407;5;V05;P004;C003;SH02;I02;2025-04-07 06:00;2025-04-07 06:20;2025-04-07 10:00;2025-04-07 10:24;Terlambat;325;263132;589146;24 menit;4 jam 4 menit;325
S0305;D20250413;3;V04;P002;C001;SH03;I03;2025-04-13 06:00;2025-04-13 06:04;2025-04-13 12:00;2025-04-13 12:01;Tepat Waktu;91;422548;691839;1 menit;5 jam 57 menit;91
S0306;D20250426;1;V01;P005;C003;SH03;I05;2025-04-26 06:00;2025-04-26 06:06;2025-04-26 12:00;2025-04-26 13:19;Terlambat;375;268972;582181;79 menit;7 jam 13 menit;375
S0307;D20250426;2;V03;P001;C002;SH02;I05;2025-04-26 06:00;2025-04-26 06:11;2025-04-26 09:00;2025-04-26 10:17;Terlambat;105;310243;588914;77 menit;4 jam 6 menit;105
S0308;D20250401;3;V02;P004;C002;SH03;I01;2025-04-01 06:00;2025-04-01 06:24;2025-04-01 11:00;2025-04-01 11:06;Tepat Waktu;205;181769;429916;6 menit;4 jam 42 menit;205
S0309;D20250401;3;V01;P005;C002;SH02;I01;2025-04-01 06:00;2025-04-01 06:28;2025-04-01 12:00;2025-04-01 13:28;Terlambat;162;397642;503886;88 menit;7 jam 0 menit;162
S0310;D20250426;3;V03;P003;C002;SH01;I05;2025-04-26 06:00;2025-04-26 06:22;2025-04-26 09:00;2025-04-26 09:47;Terlambat;192;234403;463969;47 menit;3 jam 25 menit;192
S0311;D20250405;2;V03;P002;C002;SH02;I02;2025-04-05 06:00;2025-04-05 06:02;2025-04-05 11:00;2025-04-05 12:15;Terlambat;231;444414;740242;75 menit;6 jam 13 menit;231
S0312;D20250415;2;V01;P005;C002;SH03;I02;2025-04-15 06:00;2025-04-15 06:17;2025-04-15 11:00;2025-04-15 10:59;Tepat Waktu;305;169888;569359;0 menit;4 jam 42 menit;305
S0313;D20250405;3;V01;P002;C005;SH03;I01;2025-04-05 06:00;2025-04-05 06:07;2025-04-05 11:00;2025-04-05 11:08;Tepat Waktu;126;466948;598756;8 menit;5 jam 1 menit;126
S0314;D20250414;4;V01;P003;C003;SH03;I05;2025-04-14 06:00;2025-04-14 06:14;2025-04-14 10:00;2025-04-14 10:46;Terlambat;267;400914;667270;46 menit;4 jam 32 menit;267
S0315;D20250401;4;V05;P005;C005;SH01;I02;2025-04-01 06:00;2025-04-01 06:19;2025-04-01 12:00;2025-04-01 12:15;Tepat Waktu;315;390515;621788;15 menit;5 jam 56 menit;315
S0316;D20250424;4;V03;P002;C004;SH01;I01;2025-04-24 06:00;2025-04-24 06:21;2025-04-24 10:00;2025-04-24 10:21;Terlambat;322;408902;693477;21 menit;4 jam 0 menit;322
S0317;D20250401;1;V05;P001;C001;SH02;I02;2025-04-01 06:00;2025-04-01 06:29;2025-04-01 11:00;2025-04-01 11:50;Terlambat;314;179915;551521;50 menit;5 jam 21 menit;314
S0318;D20250426;1;V04;P005;C002;SH03;I01;2025-04-26 06:00;2025-04-26 06:06;2025-04-26 10:00;2025-04-26 10:48;Terlambat;290;278236;445347;48 menit;4 jam 42 menit;290
S0319;D20250413;1;V01;P003;C004;SH01;I01;2025-04-13 06:00;2025-04-13 06:18;2025-04-13 09:00;2025-04-13 09:14;Tepat Waktu;136;298705;416909;14 menit;2 jam 56 menit;136
S0320;D20250405;4;V02;P001;C003;SH01;I05;2025-04-05 06:00;2025-04-05 06:21;2025-04-05 11:00;2025-04-05 10:47;Tepat Waktu;197;520241;872055;0 menit;4 jam 26 menit;197
S0321;D20250410;4;V03;P004;C004;SH02;I02;2025-04-10 06:00;2025-04-10 06:05;2025-04-10 11:00;2025-04-10 11:32;Terlambat;353;279949;480446;32 menit;5 jam 27 menit;353
S0322;D20250420;5;V02;P003;C005;SH04;I02;2025-04-20 06:00;2025-04-20 06:12;2025-04-20 11:00;2025-04-20 11:32;Terlambat;227;533069;747724;32 menit;5 jam 20 menit;227
S0323;D20250419;4;V05;P004;C005;SH04;I04;2025-04-19 06:00;2025-04-19 06:07;2025-04-19 10:00;2025-04-19 10:22;Terlambat;303;228826;581887;22 menit;4 jam 15 menit;303
S0324;D20250414;1;V04;P003;C003;SH02;I02;2025-04-14 06:00;2025-04-14 06:19;2025-04-14 12:00;2025-04-14 12:16;Terlambat;257;534764;886983;16 menit;5 jam 57 menit;257
S0325;D20250420;5;V03;P001;C005;SH01;I02;2025-04-20 06:00;2025-04-20 06:02;2025-04-20 10:00;2025-04-20 10:45;Terlambat;94;217521;517943;45 menit;4 jam 43 menit;94
S0326;D20250414;3;V05;P002;C004;SH01;I04;2025-04-14 06:00;2025-04-14 06:17;2025-04-14 11:00;2025-04-14 10:50;Tepat Waktu;392;546048;729143;0 menit;4 jam 33 menit;392
S0327;D20250404;2;V01;P004;C004;SH01;I05;2025-04-04 06:00;2025-04-04 06:05;2025-04-04 09:00;2025-04-04 10:13;Terlambat;107;419532;735909;73 menit;4 jam 8 menit;107
S0328;D20250419;2;V04;P005;C005;SH01;I04;2025-04-19 06:00;2025-04-19 06:03;2025-04-19 10:00;2025-04-19 10:33;Terlambat;366;206999;450162;33 menit;4 jam 30 menit;366
S0329;D20250425;5;V02;P005;C004;SH04;I05;2025-04-25 06:00;2025-04-25 06:01;2025-04-25 09:00;2025-04-25 09:30;Terlambat;176;236915;562495;30 menit;3 jam 29 menit;176
S0330;D20250423;4;V04;P004;C001;SH04;I04;2025-04-23 06:00;2025-04-23 06:13;2025-04-23 11:00;2025-04-23 11:36;Terlambat;195;460191;811392;36 menit;5 jam 23 menit;195
S0331;D20250426;4;V05;P003;C005;SH03;I05;2025-04-26 06:00;2025-04-26 06:00;2025-04-26 12:00;2025-04-26 12:37;Terlambat;254;522361;847950;37 menit;6 jam 37 menit;254
S0332;D20250406;3;V04;P003;C004;SH02;I02;2025-04-06 06:00;2025-04-06 06:06;2025-04-06 12:00;2025-04-06 12:29;Terlambat;179;268525;434254;29 menit;6 jam 23 menit;179
S0333;D20250426;5;V05;P001;C005;SH01;I04;2025-04-26 06:00;2025-04-26 06:15;2025-04-26 12:00;2025-04-26 12:33;Terlambat;186;381907;483891;33 menit;6 jam 18 menit;186
S0334;D20250409;4;V01;P002;C005;SH04;I03;2025-04-09 06:00;2025-04-09 06:07;2025-04-09 12:00;2025-04-09 12:15;Tepat Waktu;162;466692;645450;15 menit;6 jam 8 menit;162
S0335;D20250414;3;V04;P002;C004;SH01;I02;2025-04-14 06:00;2025-04-14 06:06;2025-04-14 10:00;2025-04-14 09:51;Tepat Waktu;272;226595;565816;0 menit;3 jam 45 menit;272
S0336;D20250421;2;V05;P005;C005;SH04;I03;2025-04-21 06:00;2025-04-21 06:16;2025-04-21 11:00;2025-04-21 12:29;Terlambat;249;237616;360265;89 menit;6 jam 13 menit;249
S0337;D20250413;4;V04;P003;C004;SH02;I04;2025-04-13 06:00;2025-04-13 06:11;2025-04-13 12:00;2025-04-13 12:32;Terlambat;369;341968;704917;32 menit;6 jam 21 menit;369
S0338;D20250404;5;V02;P005;C005;SH01;I02;2025-04-04 06:00;2025-04-04 06:25;2025-04-04 09:00;2025-04-04 10:10;Terlambat;210;592978;804667;70 menit;3 jam 45 menit;210
S0339;D20250429;4;V03;P003;C005;SH02;I03;2025-04-29 06:00;2025-04-29 06:16;2025-04-29 11:00;2025-04-29 11:57;Terlambat;90;590191;811098;57 menit;5 jam 41 menit;90
S0340;D20250413;1;V05;P003;C004;SH02;I03;2025-04-13 06:00;2025-04-13 06:29;2025-04-13 12:00;2025-04-13 13:08;Terlambat;349;204667;395654;68 menit;6 jam 39 menit;349
S0341;D20250428;2;V04;P005;C004;SH02;I02;2025-04-28 06:00;2025-04-28 06:12;2025-04-28 09:00;2025-04-28 09:32;Terlambat;134;484002;769470;32 menit;3 jam 20 menit;134
S0342;D20250427;2;V01;P003;C002;SH02;I02;2025-04-27 06:00;2025-04-27 06:15;2025-04-27 09:00;2025-04-27 09:05;Tepat Waktu;342;253292;522494;5 menit;2 jam 50 menit;342
S0343;D20250424;4;V04;P001;C002;SH03;I03;2025-04-24 06:00;2025-04-24 06:29;2025-04-24 10:00;2025-04-24 09:46;Tepat Waktu;321;437345;728363;0 menit;3 jam 17 menit;321
S0344;D20250417;2;V04;P002;C002;SH04;I05;2025-04-17 06:00;2025-04-17 06:22;2025-04-17 12:00;2025-04-17 13:16;Terlambat;251;465356;778528;76 menit;6 jam 54 menit;251
S0345;D20250430;1;V02;P002;C004;SH04;I03;2025-04-30 06:00;2025-04-30 06:17;2025-04-30 10:00;2025-04-30 11:26;Terlambat;370;372962;631614;86 menit;5 jam 9 menit;370
S0346;D20250406;2;V05;P002;C003;SH01;I03;2025-04-06 06:00;2025-04-06 06:14;2025-04-06 09:00;2025-04-06 09:39;Terlambat;360;337046;506045;39 menit;3 jam 25 menit;360
S0347;D20250423;2;V02;P001;C004;SH02;I03;2025-04-23 06:00;2025-04-23 06:28;2025-04-23 10:00;2025-04-23 11:27;Terlambat;387;181189;509177;87 menit;4 jam 59 menit;387
S0348;D20250413;1;V02;P004;C004;SH02;I01;2025-04-13 06:00;2025-04-13 06:09;2025-04-13 12:00;2025-04-13 11:46;Tepat Waktu;321;491364;846485;0 menit;5 jam 37 menit;321
S0349;D20250421;5;V05;P001;C004;SH03;I03;2025-04-21 06:00;2025-04-21 06:19;2025-04-21 12:00;2025-04-21 12:22;Terlambat;281;311289;432193;22 menit;6 jam 3 menit;281
S0350;D20250415;3;V03;P003;C004;SH04;I02;2025-04-15 06:00;2025-04-15 06:22;2025-04-15 10:00;2025-04-15 10:10;Tepat Waktu;213;186791;471746;10 menit;3 jam 48 menit;213
S0351;D20250411;5;V03;P004;C001;SH03;I03;2025-04-11 06:00;2025-04-11 06:07;2025-04-11 12:00;2025-04-11 13:15;Terlambat;314;410920;620964;75 menit;7 jam 8 menit;314
S0352;D20250416;5;V02;P002;C001;SH03;I01;2025-04-16 06:00;2025-04-16 06:07;2025-04-16 10:00;2025-04-16 10:42;Terlambat;223;322328;552340;42 menit;4 jam 35 menit;223
S0353;D20250406;1;V03;P005;C005;SH03;I05;2025-04-06 06:00;2025-04-06 06:11;2025-04-06 09:00;2025-04-06 10:14;Terlambat;294;273090;646316;74 menit;4 jam 3 menit;294
S0354;D20250412;5;V01;P005;C005;SH01;I05;2025-04-12 06:00;2025-04-12 06:19;2025-04-12 12:00;2025-04-12 11:50;Tepat Waktu;264;557539;825304;0 menit;5 jam 31 menit;264
S0355;D20250413;3;V04;P004;C001;SH04;I04;2025-04-13 06:00;2025-04-13 06:06;2025-04-13 11:00;2025-04-13 11:12;Tepat Waktu;258;579576;953810;12 menit;5 jam 6 menit;258
S0356;D20250429;2;V04;P001;C002;SH02;I04;2025-04-29 06:00;2025-04-29 06:30;2025-04-29 12:00;2025-04-29 12:50;Terlambat;381;240072;417991;50 menit;6 jam 20 menit;381
S0357;D20250414;3;V02;P004;C005;SH02;I01;2025-04-14 06:00;2025-04-14 06:09;2025-04-14 09:00;2025-04-14 10:28;Terlambat;179;565931;740951;88 menit;4 jam 19 menit;179
S0358;D20250423;3;V05;P001;C002;SH04;I03;2025-04-23 06:00;2025-04-23 06:06;2025-04-23 11:00;2025-04-23 11:25;Terlambat;161;206780;459230;25 menit;5 jam 19 menit;161
S0359;D20250426;4;V04;P005;C005;SH04;I02;2025-04-26 06:00;2025-04-26 06:11;2025-04-26 09:00;2025-04-26 09:22;Terlambat;310;590172;850034;22 menit;3 jam 11 menit;310
S0360;D20250406;1;V05;P004;C002;SH04;I05;2025-04-06 06:00;2025-04-06 06:10;2025-04-06 12:00;2025-04-06 13:08;Terlambat;166;229573;580220;68 menit;6 jam 58 menit;166
S0361;D20250408;5;V01;P002;C005;SH03;I05;2025-04-08 06:00;2025-04-08 06:11;2025-04-08 10:00;2025-04-08 10:56;Terlambat;279;400645;712599;56 menit;4 jam 45 menit;279
S0362;D20250428;1;V04;P004;C001;SH01;I01;2025-04-28 06:00;2025-04-28 06:27;2025-04-28 10:00;2025-04-28 10:48;Terlambat;255;520270;751849;48 menit;4 jam 21 menit;255
S0363;D20250422;5;V03;P003;C004;SH01;I02;2025-04-22 06:00;2025-04-22 06:26;2025-04-22 12:00;2025-04-22 13:01;Terlambat;323;453846;678418;61 menit;6 jam 35 menit;323
S0364;D20250404;1;V05;P001;C005;SH01;I05;2025-04-04 06:00;2025-04-04 06:19;2025-04-04 09:00;2025-04-04 09:15;Tepat Waktu;369;179469;347789;15 menit;2 jam 56 menit;369
S0365;D20250426;4;V02;P005;C005;SH02;I02;2025-04-26 06:00;2025-04-26 06:29;2025-04-26 12:00;2025-04-26 12:24;Terlambat;354;557147;909807;24 menit;5 jam 55 menit;354
S0366;D20250412;4;V04;P005;C005;SH04;I02;2025-04-12 06:00;2025-04-12 06:04;2025-04-12 11:00;2025-04-12 11:14;Tepat Waktu;162;579099;940250;14 menit;5 jam 10 menit;162
S0367;D20250406;3;V05;P003;C003;SH04;I03;2025-04-06 06:00;2025-04-06 06:04;2025-04-06 12:00;2025-04-06 11:52;Tepat Waktu;269;510457;733456;0 menit;5 jam 48 menit;269
S0368;D20250417;1;V01;P002;C005;SH01;I01;2025-04-17 06:00;2025-04-17 06:27;2025-04-17 09:00;2025-04-17 08:50;Tepat Waktu;159;263042;428964;0 menit;2 jam 23 menit;159
S0369;D20250409;1;V02;P003;C003;SH01;I02;2025-04-09 06:00;2025-04-09 06:17;2025-04-09 10:00;2025-04-09 10:22;Terlambat;208;182304;310862;22 menit;4 jam 5 menit;208
S0370;D20250407;5;V05;P004;C002;SH04;I04;2025-04-07 06:00;2025-04-07 06:14;2025-04-07 11:00;2025-04-07 11:17;Terlambat;146;246569;497626;17 menit;5 jam 3 menit;146
S0371;D20250404;4;V05;P001;C004;SH01;I03;2025-04-04 06:00;2025-04-04 06:22;2025-04-04 12:00;2025-04-04 12:07;Tepat Waktu;179;399208;738583;7 menit;5 jam 45 menit;179
S0372;D20250403;3;V02;P001;C002;SH03;I01;2025-04-03 06:00;2025-04-03 06:12;2025-04-03 12:00;2025-04-03 13:12;Terlambat;232;486763;775681;72 menit;7 jam 0 menit;232
S0373;D20250425;3;V05;P005;C001;SH03;I03;2025-04-25 06:00;2025-04-25 06:05;2025-04-25 09:00;2025-04-25 10:08;Terlambat;358;542119;677807;68 menit;4 jam 3 menit;358
S0374;D20250403;5;V01;P002;C005;SH02;I04;2025-04-03 06:00;2025-04-03 06:03;2025-04-03 10:00;2025-04-03 10:51;Terlambat;359;393958;750727;51 menit;4 jam 48 menit;359
S0375;D20250420;2;V04;P001;C005;SH01;I01;2025-04-20 06:00;2025-04-20 06:24;2025-04-20 12:00;2025-04-20 12:30;Terlambat;99;429188;588200;30 menit;6 jam 6 menit;99
S0376;D20250429;5;V02;P004;C003;SH01;I05;2025-04-29 06:00;2025-04-29 06:19;2025-04-29 09:00;2025-04-29 09:09;Tepat Waktu;222;218394;421452;9 menit;2 jam 50 menit;222
S0377;D20250406;3;V03;P001;C005;SH03;I05;2025-04-06 06:00;2025-04-06 06:21;2025-04-06 10:00;2025-04-06 10:20;Terlambat;325;418785;523544;20 menit;3 jam 59 menit;325
S0378;D20250419;3;V05;P003;C001;SH02;I04;2025-04-19 06:00;2025-04-19 06:22;2025-04-19 09:00;2025-04-19 09:48;Terlambat;152;356958;635023;48 menit;3 jam 26 menit;152
S0379;D20250414;3;V02;P002;C004;SH03;I03;2025-04-14 06:00;2025-04-14 06:20;2025-04-14 10:00;2025-04-14 10:16;Terlambat;275;559947;890685;16 menit;3 jam 56 menit;275
S0380;D20250414;4;V05;P004;C001;SH04;I03;2025-04-14 06:00;2025-04-14 06:26;2025-04-14 09:00;2025-04-14 09:58;Terlambat;363;465890;816416;58 menit;3 jam 32 menit;363
S0381;D20250403;4;V05;P001;C003;SH02;I01;2025-04-03 06:00;2025-04-03 06:04;2025-04-03 12:00;2025-04-03 13:30;Terlambat;185;407645;683685;90 menit;7 jam 26 menit;185
S0382;D20250405;2;V03;P005;C002;SH03;I01;2025-04-05 06:00;2025-04-05 06:07;2025-04-05 12:00;2025-04-05 12:42;Terlambat;118;320070;665087;42 menit;6 jam 35 menit;118
S0383;D20250409;2;V03;P001;C005;SH02;I04;2025-04-09 06:00;2025-04-09 06:04;2025-04-09 11:00;2025-04-09 10:46;Tepat Waktu;95;550793;831016;0 menit;4 jam 42 menit;95
S0384;D20250401;2;V01;P005;C005;SH03;I05;2025-04-01 06:00;2025-04-01 06:08;2025-04-01 11:00;2025-04-01 10:57;Tepat Waktu;98;367968;544883;0 menit;4 jam 49 menit;98
S0385;D20250417;5;V02;P004;C002;SH01;I02;2025-04-17 06:00;2025-04-17 06:00;2025-04-17 09:00;2025-04-17 09:49;Terlambat;204;390914;499228;49 menit;3 jam 49 menit;204
S0386;D20250425;4;V03;P002;C001;SH01;I03;2025-04-25 06:00;2025-04-25 06:05;2025-04-25 10:00;2025-04-25 10:09;Tepat Waktu;100;514556;895600;9 menit;4 jam 4 menit;100
S0387;D20250409;5;V05;P003;C002;SH04;I04;2025-04-09 06:00;2025-04-09 06:07;2025-04-09 11:00;2025-04-09 10:58;Tepat Waktu;368;291937;612142;0 menit;4 jam 51 menit;368
S0388;D20250405;1;V05;P005;C001;SH04;I03;2025-04-05 06:00;2025-04-05 06:15;2025-04-05 09:00;2025-04-05 09:32;Terlambat;250;308278;702873;32 menit;3 jam 17 menit;250
S0389;D20250412;1;V05;P003;C004;SH01;I02;2025-04-12 06:00;2025-04-12 06:03;2025-04-12 10:00;2025-04-12 11:14;Terlambat;331;334569;645310;74 menit;5 jam 11 menit;331
S0390;D20250423;5;V01;P002;C003;SH02;I03;2025-04-23 06:00;2025-04-23 06:14;2025-04-23 12:00;2025-04-23 13:20;Terlambat;107;362421;643652;80 menit;7 jam 6 menit;107
S0391;D20250403;2;V02;P001;C005;SH04;I02;2025-04-03 06:00;2025-04-03 06:10;2025-04-03 09:00;2025-04-03 08:56;Tepat Waktu;178;327584;468628;0 menit;2 jam 46 menit;178
S0392;D20250428;3;V01;P002;C004;SH02;I02;2025-04-28 06:00;2025-04-28 06:25;2025-04-28 10:00;2025-04-28 10:26;Terlambat;135;373974;713081;26 menit;4 jam 1 menit;135
S0393;D20250427;1;V02;P001;C001;SH02;I05;2025-04-27 06:00;2025-04-27 06:23;2025-04-27 12:00;2025-04-27 12:06;Tepat Waktu;355;495318;775604;6 menit;5 jam 43 menit;355
S0394;D20250411;5;V05;P004;C001;SH03;I03;2025-04-11 06:00;2025-04-11 06:17;2025-04-11 09:00;2025-04-11 09:07;Tepat Waktu;358;261812;534786;7 menit;2 jam 50 menit;358
S0395;D20250413;5;V01;P003;C002;SH01;I02;2025-04-13 06:00;2025-04-13 06:03;2025-04-13 09:00;2025-04-13 09:31;Terlambat;344;189387;354987;31 menit;3 jam 28 menit;344
S0396;D20250416;2;V04;P004;C001;SH04;I02;2025-04-16 06:00;2025-04-16 06:08;2025-04-16 10:00;2025-04-16 11:18;Terlambat;239;567579;771121;78 menit;5 jam 10 menit;239
S0397;D20250429;5;V02;P003;C005;SH04;I04;2025-04-29 06:00;2025-04-29 06:24;2025-04-29 11:00;2025-04-29 10:49;Tepat Waktu;361;386400;546775;0 menit;4 jam 25 menit;361
S0398;D20250422;1;V04;P002;C001;SH01;I03;2025-04-22 06:00;2025-04-22 06:00;2025-04-22 10:00;2025-04-22 11:17;Terlambat;157;367595;603112;77 menit;5 jam 17 menit;157
S0399;D20250430;4;V05;P004;C004;SH02;I03;2025-04-30 06:00;2025-04-30 06:13;2025-04-30 09:00;2025-04-30 08:55;Tepat Waktu;173;247214;535765;0 menit;2 jam 42 menit;173
S0400;D20250412;2;V04;P003;C002;SH02;I03;2025-04-12 06:00;2025-04-12 06:15;2025-04-12 12:00;2025-04-12 12:45;Terlambat;381;163517;431910;45 menit;6 jam 30 menit;381
S0401;D20250419;2;V03;P005;C003;SH04;I03;2025-04-19 06:00;2025-04-19 06:00;2025-04-19 10:00;2025-04-19 11:03;Terlambat;197;323833;582070;63 menit;5 jam 3 menit;197
